Time;Velocity;GForce;Acceleration;Thrust;TWR;Mass;AltitudeFromTerrain;AltitudeFromSea;DownrangeDistance;Latitude;Longitude;Apoapsis;Periapsis;Inclination;OrbitalVelocity;TargetDistance;TargetVelocity;StageDeltaV;VesselDeltaV;Pressure
1839;1385;0;0;6750;05.אגד;135.49;422537.09;-875.29;1683.06;פוג.27;124.6;423087;109932;לאנ.45;1683;12863402;2159.23;116;2461;0
1841;1385;0;0;6750;05.אגד;135.49;422484.15;-895.47;1681.44;פוג.28;124.76;423087;109932;לאנ.45;1683;12865036;2160.23;116;2461;0
1843;1386;0;0;6750;05.אגד;135.49;422428.77;-908.49;1679.82;פוג.28;124.91;423087;109932;לאנ.45;1683;12866661;2161.23;116;2461;0
1845;1386;0;0;6750;05.אגד;135.49;422370.95;-922.8;1678.19;פוג.29;125.07;423087;109932;לאנ.45;1683;12868273;2162.22;116;2461;0
1847;1386;0;0;6750;05.אגד;135.49;422310.7;-892.29;1676.57;02.לאנ;125.22;423087;109932;לאנ.45;1683;12869877;2163.22;116;2461;0
1849;1386;0;0;6750;05.אגד;135.49;422248.01;-883.12;1674.95;פוג.31;125.38;423087;109932;לאנ.45;1683;12871468;2164.21;116;2461;0
1851;1386;0;0;6750;05.אגד;135.49;422182.89;-847.71;1673.32;פוג.32;125.54;423087;109932;לאנ.45;1684;12873050;2165.21;116;2461;0
1855;1386;0;0;6750;05.אגד;135.49;422045.36;-937.03;1670.07;פוג.34;125.85;423087;109932;לאנ.45;1684;12876183;2167.19;116;2461;0
1857;1387;0;0;6750;05.אגד;135.49;421972.94;-936.66;1668.45;פוג.34;126;423087;109932;לאנ.45;1684;12877733;2168.18;116;2461;0
1859;1387;0;0;6750;05.אגד;135.49;421898.09;-944.95;1666.82;פוג.35;126.16;423087;109932;לאנ.45;1684;12879272;2169.17;116;2461;0
1861;1387;0;0;6750;05.אגד;135.49;421820.81;-973.59;1665.19;פוג.36;126.31;423087;109932;לאנ.45;1684;12880802;2170.16;116;2461;0
1863;1387;0;0;6750;05.אגד;135.49;421741.1;-986.67;1663.57;פוג.37;126.47;423087;109932;לאנ.45;1684;12882320;2171.15;116;2461;0
1865;1387;0;0;6750;05.אגד;135.49;421658.96;-1057.17;1661.94;פוג.38;126.62;423087;109932;לאנ.45;1685;12883828;2172.14;116;2461;0
1867;1388;0;0;6750;05.אגד;135.49;421574.39;-1079.09;1660.31;פוג.38;126.78;423087;109932;לאנ.45;1685;12885325;2173.12;116;2461;0
1869;1388;0;0;6750;05.אגד;135.49;421487.39;-1080.59;1658.69;פוג.39;126.93;423087;109932;לאנ.45;1685;12886811;2174.11;116;2461;0
1871;1388;0;0;6750;05.אגד;135.49;421397.96;-1055.77;1657.06;02.אןנ;127.09;423087;109932;לאנ.45;1685;12888287;2175.09;116;2461;0
1873;1388;0;0;6750;05.אגד;135.49;421306.1;-1023.86;1655.43;פוג.41;127.24;423087;109932;לאנ.45;1685;12889752;2176.07;116;2461;0
1875;1388;0;0;6750;05.אגד;135.49;421211.81;-1007.3;1653.8;פוג.42;127.4;423087;109932;לאנ.45;1685;12891206;2177.05;116;2461;0
1877;1389;0;0;6750;05.אגד;135.49;421115.1;-1032.64;1652.17;פוג.43;127.56;423087;109932;לאנ.45;1686;12892650;2178.03;116;2461;0
1879;1389;0;0;6750;05.אגד;135.49;421015.95;-1034.43;1650.54;פוג.43;127.71;423087;109932;לאנ.45;1686;12894082;2179.01;116;2461;0
1881;1389;0;0;6750;05.אגד;135.49;420914.39;-1044.26;1648.91;פוג.44;127.87;423087;109932;לאנ.45;1686;12895505;2179.99;116;2461;0
1883;1389;0;0;6750;05.אגד;135.49;420810.4;-1035.91;1647.28;פוג.45;128.02;423087;109932;לאנ.45;1686;12896916;2180.97;116;2461;0
1885;1390;0;0;6750;05.אגד;135.49;420703.98;-1028.85;1645.65;פוג.46;128.18;423087;109932;לאנ.45;1686;12898317;2181.95;116;2461;0
1887;1390;0;0;6750;05.אגד;135.49;420595.14;-1045.68;1644.02;פוג.47;128.34;423087;109932;לאנ.45;1687;12899707;2182.92;116;2461;0
1889;1390;0;0;6750;05.אגד;135.49;420483.87;-1042.16;1642.39;פוג.47;128.49;423087;109932;לאנ.45;1687;12901085;2183.9;116;2461;0
1891;1390;0;0;6750;05.אגד;135.49;420370.18;-1078.89;1640.76;פוג.48;128.65;423087;109932;לאנ.45;1687;12902454;2184.87;116;2461;0
1893;1391;0;0;6750;05.אגד;135.49;420254.07;-1049.99;1639.13;פוג.49;128.8;423087;109932;לאנ.45;1687;12903810;2185.84;116;2461;0
1895;1391;0;0;6750;05.אגד;135.49;420135.54;-1042.89;1637.49;02.לאי;128.96;423087;109932;לאנ.45;1688;12905157;2186.81;116;2461;0
1897;1391;0;0;6750;05.אגד;135.49;420014.59;-1024.47;1635.86;פוג.51;129.11;423087;109932;לאנ.45;1688;12906492;2187.78;116;2461;0
1899;1392;0;0;6750;05.אגד;135.49;419891.22;-994.16;1634.23;פוג.51;129.27;423087;109932;לאנ.45;1688;12907816;2188.75;116;2461;0
1901;1392;0;0;6750;05.אגד;135.49;419765.43;-913.48;1632.59;פוג.52;129.43;423087;109932;לאנ.45;1688;12909130;2189.72;116;2461;0
1903;1392;0;0;6750;05.אגד;135.49;419637.22;-898.81;1630.96;פוג.53;129.58;423087;109932;לאנ.45;1689;12910432;2190.69;116;2461;0
1905;1392;0;0;6750;05.אגד;135.49;419506.59;-917.08;1629.32;פוג.54;129.74;423087;109932;לאנ.45;1689;12911723;2191.65;116;2461;0
1907;1393;0;0;6750;05.אגד;135.49;419373.55;-965.74;1627.69;פוג.54;129.9;423087;109932;לאנ.45;1689;12913004;2192.62;116;2461;0
1909;1393;0;0;6750;05.אגד;135.49;419238.09;-969.9;1626.05;פוג.55;130.05;423087;109932;לאנ.45;1689;12914273;2193.58;116;2461;0
1911;1393;0;0;6750;05.אגד;135.49;419100.21;-909.13;1624.41;פוג.56;130.21;423087;109932;לאנ.45;1690;12915532;2194.54;116;2461;0
1913;1394;0;0;6750;05.אגד;135.49;418959.93;-915.13;1622.78;פוג.57;130.37;423087;109932;לאנ.45;1690;12916779;2195.51;116;2461;0
1915;1394;0;0;6750;05.אגד;135.49;418817.22;-906.23;1621.14;פוג.57;130.52;423087;109932;לאנ.45;1690;12918015;2196.47;116;2461;0
1917;1394;0;0;6750;05.אגד;135.49;418672.11;-887.65;1619.5;פוג.58;130.68;423087;109932;לאנ.45;1691;12919241;2197.43;116;2461;0
1919;1395;0;0;6750;05.אגד;135.49;418524.58;-917.89;1617.86;פוג.59;130.84;423087;109932;לאנ.45;1691;12920454;2198.38;116;2461;0
1921;1395;0;0;6750;05.אגד;135.49;418374.64;-935.27;1616.22;02.ט‏ם;130.99;423087;109932;לאנ.45;1691;12921657;2199.34;116;2461;0
1923;1396;0;0;6750;05.אגד;135.49;418222.3;-913.55;1614.58;02.ט‏ם;131.15;423087;109932;לאנ.45;1691;12922850;2200.3;116;2461;0
1925;1396;0;0;6750;05.אגד;135.49;418067.54;-900.45;1612.94;פוג.61;131.31;423087;109932;לאנ.45;1692;12924030;2201.25;116;2461;0
1927;1396;0;0;6750;05.אגד;135.49;417910.38;-899.71;1611.3;פוג.62;131.46;423087;109932;לאנ.45;1692;12925199;2202.2;116;2461;0
1929;1397;0;0;6750;05.אגד;135.49;417750.81;-968.12;1609.65;פוג.63;131.62;423087;109932;לאנ.45;1692;12926358;2203.16;116;2461;0
1933;1397;0;0;6750;05.אגד;135.49;417424.45;-1050.41;1606.37;פוג.64;131.93;423087;109932;לאנ.45;1693;12928640;2205.06;116;2461;0
1935;1398;0;0;6750;05.אגד;135.49;417257.67;-1068.48;1604.72;פוג.65;132.09;423087;109932;לאנ.45;1693;12929765;2206.01;116;2461;0
1937;1398;0;0;6750;05.אגד;135.49;417088.48;-1099.15;1603.08;פוג.66;132.25;423087;109932;לאנ.45;1694;12930879;2206.95;116;2461;0
1939;1399;0;0;6750;05.אגד;135.49;416916.89;-1092.78;1601.43;פוג.66;132.41;423087;109932;לאנ.45;1694;12931981;2207.9;116;2461;0
1941;1399;0;0;6750;05.אגד;135.49;416742.9;-1085.34;1599.79;פוג.67;132.56;423087;109932;לאנ.45;1694;12933071;2208.85;116;2461;0
1943;1399;0;0;6750;05.אגד;135.49;416566.52;-1035.58;1598.14;פוג.68;132.72;423087;109932;לאנ.45;1695;12934151;2209.79;116;2461;0
1945;1400;0;0;6750;05.אגד;135.49;416387.73;-1061.2;1596.49;פוג.69;132.88;423087;109932;לאנ.45;1695;12935220;2210.73;116;2461;0
1947;1400;0;0;6750;05.אגד;135.49;416206.55;-1069.76;1594.84;פוג.69;133.03;423087;109932;לאנ.45;1696;12936276;2211.67;116;2461;0
1951;1401;0;0;6750;05.אגד;135.49;415836.99;-1066.65;1591.54;פוג.71;133.35;423087;109932;לאנ.45;1696;12938355;2213.55;116;2461;0
1955;1402;0;0;6750;05.אגד;135.49;415457.86;-1057.68;1588.24;פוג.72;133.67;423087;109932;לאנ.45;1697;12940390;2215.43;116;2461;0
1959;1403;0;0;6750;05.אגד;135.49;415069.17;-1089.29;1584.94;פוג.74;133.98;423087;109932;לאנ.45;1698;12942378;2217.3;116;2461;0
1961;1404;0;0;6750;05.אגד;135.49;414871.24;-1083.68;1583.28;פוג.74;134.14;423087;109932;לאנ.45;1698;12943355;2218.23;116;2461;0
1963;1404;0;0;6750;05.אגד;135.49;414670.92;-1099.29;1581.63;פוג.75;134.3;423087;109932;לאנ.45;1699;12944321;2219.17;116;2461;0
1965;1404;0;0;6750;05.אגד;135.49;414468.22;-1069.34;1579.97;פוג.76;134.46;423087;109932;לאנ.45;1699;12945275;2220.1;116;2461;0
1967;1405;0;0;6750;05.אגד;135.49;414263.13;-1067.66;1578.32;פוג.76;134.61;423087;109932;לאנ.45;1699;12946218;2221.03;116;2461;0
1969;1405;0;0;6750;05.אגד;135.49;414055.66;-1108.03;1576.66;פוג.77;134.77;423087;109932;לאנ.45;1700;12947149;2221.95;116;2461;0
1971;1406;0;0;6750;05.אגד;135.49;413845.8;-1169.84;1575;פוג.78;134.93;423087;109932;לאנ.45;1700;12948068;2222.88;116;2461;0
1973;1406;0;0;6750;05.אגד;135.49;413633.57;-1155.72;1573.35;פוג.78;135.09;423087;109932;לאנ.45;1701;12948976;2223.81;116;2461;0
1975;1407;0;0;6750;05.אגד;135.49;413418.96;-1151.75;1571.69;פוג.79;135.25;423087;109932;לאנ.45;1701;12949873;2224.73;116;2461;0
1977;1407;0;0;6750;05.אגד;135.49;413201.96;-1176.85;1570.03;02.אגד;135.41;423087;109932;לאנ.45;1702;12950758;2225.65;116;2461;0
1979;1408;0;0;6750;05.אגד;135.49;412982.59;-1143.68;1568.36;02.אגד;135.57;423087;109932;לאנ.45;1702;12951631;2226.58;116;2461;0
1983;1409;0;0;6750;05.אגד;135.49;412536.73;-1132.59;1565.04;פוג.82;135.88;423087;109932;לאנ.45;1703;12953343;2228.42;116;2461;0
1985;1410;0;0;6750;05.אגד;135.49;412310.24;-1133.79;1563.38;פוג.82;136.04;423087;109932;לאנ.45;1703;12954179;2229.33;116;2461;0
1987;1410;0;0;6750;05.אגד;135.49;412081.38;-1148.97;1561.71;פוג.83;136.2;423087;109932;לאנ.45;1704;12955007;2230.25;116;2461;0
1989;1411;0;0;6750;05.אגד;135.49;411850.15;-1099.27;1560.04;פוג.84;136.36;423087;109932;לאנ.45;1704;12955822;2231.17;116;2461;0
1991;1411;0;0;6750;05.אגד;135.49;411616.56;-1085.46;1558.38;פוג.84;136.52;423087;109932;לאנ.45;1705;12956625;2232.08;116;2461;0
1993;1412;0;0;6750;05.אגד;135.49;411380.59;-1089.55;1556.71;פוג.85;136.68;423087;109932;לאנ.45;1705;12957416;2232.99;116;2461;0
1995;1412;0;0;6750;05.אגד;135.49;411142.27;-1131.85;1555.04;פוג.86;136.84;423087;109932;לאנ.45;1706;12958196;2233.9;116;2461;0
1997;1413;0;0;6750;05.אגד;135.49;410901.58;-1129.1;1553.37;פוג.86;137;423087;109932;לאנ.45;1706;12958964;2234.81;116;2461;0
1999;1414;0;0;6750;05.אגד;135.49;410658.52;-1150.5;1551.7;פוג.87;137.16;423087;109932;לאנ.45;1707;12959720;2235.72;116;2461;0
2001;1414;0;0;6750;05.אגד;135.49;410413.11;-1150.47;1550.03;פוג.88;137.32;423087;109932;לאנ.45;1707;12960465;2236.63;116;2461;0
2003;1415;0;0;6750;05.אגד;135.49;410165.34;-1145.47;1548.36;פוג.88;137.48;423087;109932;לאנ.45;1708;12961198;2237.54;116;2461;0
2005;1415;0;0;6750;05.אגד;135.49;409915.22;-1111.7;1546.69;פוג.89;137.64;423087;109932;לאנ.45;1708;12961918;2238.44;116;2461;0
2007;1416;0;0;6750;05.אגד;135.49;409662.74;-1100.23;1545.01;02.סום;137.8;423087;109932;לאנ.45;1709;12962628;2239.35;116;2461;0
2009;1417;0;0;6750;05.אגד;135.49;409407.9;-1098.37;1543.34;02.סום;137.96;423087;109932;לאנ.45;1709;12963324;2240.25;116;2461;0
2011;1417;0;0;6750;05.אגד;135.49;409150.72;-1129.54;1541.66;פוג.91;138.12;423087;109932;לאנ.45;1710;12964010;2241.15;116;2461;0
2015;1418;0;0;6750;05.אגד;135.49;408629.3;-1125.12;1538.3;פוג.92;138.44;423087;109932;לאנ.45;1711;12965345;2242.95;116;2461;0
2017;1419;0;0;6750;05.אגד;135.49;408365.07;-1122.83;1536.62;פוג.93;138.6;423087;109932;לאנ.45;1711;12965994;2243.84;116;2461;0
2021;1420;0;0;6750;05.אגד;135.49;407829.58;-1087.73;1533.26;פוג.94;138.92;423087;109932;לאנ.45;1712;12967258;2245.63;116;2461;0
2025;1422;0;0;6750;05.אגד;135.49;407284.73;-1087.3;1529.89;פוג.95;139.24;423087;109932;לאנ.45;1714;12968473;2247.41;116;2461;0
2027;1422;0;0;6750;05.אגד;135.49;407008.8;-1043.44;1528.21;פוג.96;139.4;423087;109932;לאנ.45;1714;12969063;2248.3;116;2461;0
2029;1423;0;0;6750;05.אגד;135.49;406730.53;-1044.63;1526.52;פוג.96;139.57;423087;109932;לאנ.45;1715;12969641;2249.19;116;2461;0
2031;1424;0;0;6750;05.אגד;135.49;406449.93;-1069.97;1524.83;פוג.97;139.73;423087;109932;לאנ.45;1715;12970206;2250.08;116;2461;0
2033;1424;0;0;6750;05.אגד;135.49;406167;-1111.6;1523.15;פוג.98;139.89;423087;109932;לאנ.45;1716;12970760;2250.96;116;2461;0
2035;1425;0;0;6750;05.אגד;135.49;405881.74;-1103.1;1521.46;פוג.98;140.05;423087;109932;לאנ.45;1716;12971301;2251.85;116;2461;0
2039;1426;0;0;6750;05.אגד;135.49;405304.24;-1169.15;1518.07;פוג.99;140.37;423087;109932;לאנ.45;1718;12972349;2253.61;116;2461;0
2041;1427;0;0;6750;05.אגד;135.49;405012.01;-1124.89;1516.38;3;140.54;423087;109932;לאנ.45;1718;12972854;2254.49;116;2461;0
2043;1428;0;0;6750;05.אגד;135.49;404717.45;-1148.75;1514.69;3;140.7;423087;109932;לאנ.45;1719;12973347;2255.37;116;2461;0
2045;1428;0;0;6750;05.אגד;135.49;404420.57;-1137.08;1512.99;03.ÿםג;140.86;423087;109932;לאנ.45;1719;12973829;2256.24;116;2461;0
2047;1429;0;0;6750;05.אגד;135.49;404121.38;-1099.2;1511.29;03.פוג;141.02;423087;109932;לאנ.45;1720;12974298;2257.12;116;2461;0
2049;1430;0;0;6750;05.אגד;135.49;403819.87;-1065.16;1509.6;03.פוג;141.18;423087;109932;לאנ.45;1721;12974754;2257.99;116;2461;0
2051;1431;0;0;6750;05.אגד;135.49;403516.05;-1012.44;1507.9;03.לאנ;141.35;423087;109932;לאנ.45;1721;12975199;2258.86;116;2461;0
2053;1431;0;0;6750;05.אגד;135.49;403209.92;-1021.12;1506.2;03.לאנ;141.51;423087;109932;לאנ.45;1722;12975632;2259.73;116;2461;0
2055;1432;0;0;6750;05.אגד;135.49;402901.48;-1034.06;1504.49;03.אןנ;141.67;423087;109932;לאנ.45;1723;12976051;2260.6;116;2461;0
2057;1433;0;0;6750;05.אגד;135.49;402590.73;-1020.71;1502.79;03.אןנ;141.84;423087;109932;לאנ.45;1723;12976460;2261.47;116;2461;0
2061;1434;0;0;6750;05.אגד;135.49;401962.33;-1032.17;1499.38;03.לאי;142.16;423087;109932;לאנ.45;1724;12977239;2263.2;116;2461;0
2063;1435;0;0;6750;05.אגד;135.49;401644.68;-996.86;1497.67;03.ט‏ם;142.32;423087;109932;לאנ.45;1725;12977610;2264.06;116;2461;0
2065;1436;0;0;6750;05.אגד;135.49;401324.73;-1036.38;1495.97;03.ט‏כ;142.49;423087;109932;לאנ.45;1726;12977969;2264.92;116;2461;0
2067;1437;0;0;6750;05.אגד;135.49;401002.49;-1068.38;1494.26;03.ט‏כ;142.65;423087;109932;לאנ.45;1726;12978315;2265.78;116;2461;0
2069;1437;0;0;6750;05.אגד;135.49;400677.95;-1129.33;1492.55;03.אגד;142.82;423087;109932;לאנ.45;1727;12978649;2266.64;116;2461;0
2071;1438;0;0;6750;05.אגד;135.49;400351.13;-1126.25;1490.83;03.אגד;142.98;423087;109932;לאנ.45;1728;12978971;2267.5;116;2461;0
2073;1439;0;0;6750;05.אגד;135.49;400022.01;-1127.34;1489.12;03.סום;143.14;423087;109932;לאנ.45;1728;12979281;2268.35;116;2461;0
2075;1440;0;0;6750;05.אגד;135.49;399690.61;-1082.61;1487.4;03.סום;143.31;423087;109932;לאנ.45;1729;12979578;2269.21;116;2461;0
2077;1441;0;0;6750;05.אגד;135.49;399356.93;-1148.45;1485.69;03.ÿםג;143.47;423087;109932;לאנ.45;1730;12979863;2270.06;116;2461;0
2079;1441;0;0;6750;05.אגד;135.49;399020.96;-1172.43;1483.97;03.ÿםג;143.64;423087;109932;לאנ.45;1730;12980135;2270.91;116;2461;0
2081;1442;0;0;6750;05.אגד;135.49;398682.72;-1186.98;1482.25;03.םמÿ;143.8;423087;109932;לאנ.45;1731;12980395;2271.76;116;2461;0
2083;1443;0;0;6750;05.אגד;135.49;398342.2;-1149.51;1480.53;03.םמÿ;143.96;423087;109932;לאנ.45;1732;12980642;2272.6;116;2461;0
2085;1444;0;0;6750;05.אגד;135.49;397999.41;-1092.5;1478.81;03.הוך;144.13;423087;109932;לאנ.45;1733;12980878;2273.45;116;2461;0
2087;1445;0;0;6750;05.אגד;135.49;397654.35;-1096.66;1477.09;03.הוך;144.29;423087;109932;לאנ.45;1733;12981099;2274.29;116;2461;0
2089;1445;0;0;6750;05.אגד;135.49;397307.02;-1141.64;1475.36;לאנ.13;144.46;423087;109932;לאנ.45;1734;12981310;2275.13;116;2461;0
2093;1447;0;0;6750;05.אגד;135.49;396605.56;-1179.18;1471.91;לאנ.14;144.79;423087;109932;לאנ.45;1735;12981693;2276.81;116;2461;0
2095;1448;0;0;6750;05.אגד;135.49;396251.44;-1189.34;1470.18;לאנ.14;144.95;423087;109932;לאנ.45;1736;12981864;2277.65;116;2461;0
2097;1449;0;0;6750;05.אגד;135.49;395895.07;-1189.48;1468.45;לאנ.15;145.12;423087;109932;לאנ.45;1737;12982025;2278.48;116;2461;0
2099;1450;0;0;6750;05.אגד;135.49;395536.44;-1190.5;1466.72;לאנ.15;145.29;423087;109932;לאנ.45;1738;12982173;2279.32;116;2461;0
2101;1451;0;0;6750;05.אגד;135.49;395175.55;-1189.09;1464.98;לאנ.16;145.45;423087;109932;לאנ.45;1738;12982307;2280.15;116;2461;0
2103;1451;0;0;6750;05.אגד;135.49;394812.42;-1182.72;1463.25;לאנ.16;145.62;423087;109932;לאנ.45;1739;12982429;2280.98;116;2461;0
2105;1452;0;0;6750;05.אגד;135.49;394447.04;-1140.44;1461.51;לאנ.17;145.78;423087;109932;לאנ.45;1740;12982540;2281.81;116;2461;0
2107;1453;0;0;6750;05.אגד;135.49;394079.41;-1125.41;1459.77;לאנ.17;145.95;423087;109932;לאנ.45;1741;12982636;2282.63;116;2461;0
2109;1454;0;0;6750;05.אגד;135.49;393709.54;-1133.69;1458.03;לאנ.18;146.12;423087;109932;לאנ.45;1741;12982720;2283.46;116;2461;0
2111;1455;0;0;6750;05.אגד;135.49;393337.44;-1107.75;1456.29;לאנ.18;146.28;423087;109932;לאנ.45;1742;12982793;2284.28;116;2461;0
2113;1456;0;0;6750;05.אגד;135.49;392963.1;-1120.46;1454.55;לאנ.19;146.45;423087;109932;לאנ.45;1743;12982852;2285.1;116;2461;0
2115;1457;0;0;6750;05.אגד;135.49;392586.52;-1094.48;1452.8;לאנ.19;146.62;423087;109932;לאנ.45;1744;12982897;2285.92;116;2461;0
2117;1458;0;0;6750;05.אגד;135.49;392207.72;-1076.41;1451.06;03.פוג;146.78;423087;109932;לאנ.45;1744;12982932;2286.74;116;2461;0
2119;1459;0;0;6750;05.אגד;135.49;391826.69;-1050.73;1449.31;03.פוג;146.95;423087;109932;לאנ.45;1745;12982952;2287.56;116;2461;0
2121;1460;0;0;6750;05.אגד;135.49;391443.43;-1074.66;1447.56;03.פוג;147.12;423087;109932;לאנ.45;1746;12982961;2288.37;116;2461;0
2123;1460;0;0;6750;05.אגד;135.49;391057.96;-1093.94;1445.81;לאנ.21;147.29;423087;109932;לאנ.45;1747;12982957;2289.19;116;2461;0
2125;1461;0;0;6750;05.אגד;135.49;390670.26;-1068.23;1444.06;לאנ.21;147.45;423087;109932;לאנ.45;1748;12982940;2290;116;2461;0
2127;1462;0;0;6750;05.אגד;135.49;390280.36;-1072.64;1442.3;לאנ.22;147.62;423087;109932;לאנ.45;1748;12982909;2290.8;116;2461;0
2131;1464;0;0;6750;05.אגד;135.49;389493.9;-1031.7;1438.79;לאנ.23;147.96;423087;109932;לאנ.45;1750;12982811;2292.42;116;2461;0
2133;1465;0;0;6750;05.אגד;135.49;389097.37;-1024.38;1437.03;לאנ.23;148.13;423087;109932;לאנ.45;1751;12982743;2293.22;116;2461;0
2135;1466;0;0;6750;05.אגד;135.49;388698.63;-1008.23;1435.27;לאנ.23;148.29;423087;109932;לאנ.45;1752;12982662;2294.02;116;2461;0
2137;1467;0;0;6750;05.אגד;135.49;388297.69;-1013.94;1433.5;לאנ.24;148.46;423087;109932;לאנ.45;1752;12982567;2294.82;116;2461;0
2139;1468;0;0;6750;05.אגד;135.49;387894.56;-1024.45;1431.74;לאנ.24;148.63;423087;109932;לאנ.45;1753;12982460;2295.62;116;2461;0
2141;1469;0;0;6750;05.אגד;135.49;387489.23;-999.56;1429.97;לאנ.25;148.8;423087;109932;לאנ.45;1754;12982341;2296.42;116;2461;0
2143;1470;0;0;6750;05.אגד;135.49;387081.71;-961.33;1428.21;לאנ.25;148.97;423087;109932;לאנ.45;1755;12982208;2297.21;116;2461;0
2145;1471;0;0;6750;05.אגד;135.49;386672.01;-987.14;1426.44;לאנ.26;149.14;423087;109932;לאנ.45;1756;12982062;2298;116;2461;0
2147;1472;0;0;6750;05.אגד;135.49;386260.12;-1003.2;1424.66;לאנ.26;149.31;423087;109932;לאנ.45;1757;12981903;2298.79;116;2461;0
2149;1473;0;0;6750;05.אגד;135.49;385846.06;-1063.84;1422.89;לאנ.26;149.48;423087;109932;לאנ.45;1758;12981732;2299.58;116;2461;0
2153;1475;0;0;6750;05.אגד;135.49;385011.4;-1064.37;1419.34;לאנ.27;149.82;423087;109932;לאנ.45;1759;12981350;2301.15;116;2461;0
2155;1476;0;0;6750;05.אגד;135.49;384590.81;-1036.25;1417.56;לאנ.27;149.99;423087;109932;לאנ.45;1760;12981141;2301.94;116;2461;0
2157;1477;0;0;6750;05.אגד;135.49;384168.06;-1012.74;1415.78;לאנ.28;150.16;423087;109932;לאנ.45;1761;12980917;2302.72;116;2461;0
2159;1478;0;0;6750;05.אגד;135.49;383743.14;-995.62;1414;לאנ.28;150.33;423087;109932;לאנ.45;1762;12980680;2303.5;116;2461;0
2161;1479;0;0;6750;05.אגד;135.49;383316.07;-999.46;1412.21;לאנ.29;150.5;423087;109932;לאנ.45;1763;12980431;2304.27;116;2461;0
2163;1480;0;0;6750;05.אגד;135.49;382886.84;-996.97;1410.43;לאנ.29;150.67;423087;109932;לאנ.45;1764;12980168;2305.05;116;2461;0
2165;1481;0;0;6750;05.אגד;135.49;382455.45;-1006.91;1408.64;לאנ.29;150.84;423087;109932;לאנ.45;1765;12979893;2305.82;116;2461;0
2167;1482;0;0;6750;05.אגד;135.49;382021.92;-1005.31;1406.85;03.לאנ;151.01;423087;109932;לאנ.45;1765;12979605;2306.59;116;2461;0
2169;1483;0;0;6750;05.אגד;135.49;381586.24;-1010.66;1405.06;03.לאנ;151.18;423087;109932;לאנ.45;1766;12979302;2307.36;116;2461;0
2171;1484;0;0;6750;05.אגד;135.49;381148.43;-1036.76;1403.27;03.לאנ;151.36;423087;109932;לאנ.45;1767;12978988;2308.13;116;2461;0
2175;1486;0;0;6750;05.אגד;135.49;380266.38;-1011.74;1399.67;לאנ.31;151.7;423087;109932;לאנ.45;1769;12978320;2309.66;116;2461;0
2177;1488;0;0;6750;05.אגד;135.49;379822.16;-1039.04;1397.87;לאנ.31;151.87;423087;109932;לאנ.45;1770;12977965;2310.42;116;2461;0
2179;1489;0;0;6750;05.אגד;135.49;379375.81;-1079.49;1396.07;לאנ.32;152.04;423087;109932;לאנ.45;1771;12977598;2311.18;116;2461;0
2181;1490;0;0;6750;05.אגד;135.49;378927.34;-1107.89;1394.27;לאנ.32;152.22;423087;109932;לאנ.45;1772;12977218;2311.93;116;2461;0
2185;1492;0;0;6750;05.אגד;135.49;378024.05;-1067.82;1390.66;לאנ.33;152.56;423087;109932;לאנ.45;1774;12976418;2313.44;116;2461;0
2187;1493;0;0;6750;05.אגד;135.49;377569.24;-1045.04;1388.85;לאנ.33;152.74;423087;109932;לאנ.45;1775;12975997;2314.19;116;2461;0
2189;1494;0;0;6750;05.אגד;135.49;377112.31;-1054.87;1387.04;לאנ.33;152.91;423087;109932;לאנ.45;1776;12975564;2314.94;116;2461;0
2191;1495;0;0;6750;05.אגד;135.49;376653.29;-1045.66;1385.22;לאנ.34;153.08;423087;109932;לאנ.45;1777;12975118;2315.69;116;2461;0
2193;1496;0;0;6750;05.אגד;135.49;376192.17;-1038.52;1383.41;לאנ.34;153.26;423087;109932;לאנ.45;1778;12974659;2316.43;116;2461;0
2195;1497;0;0;6750;05.אגד;135.49;375728.95;-1051.93;1381.59;לאנ.34;153.43;423087;109932;לאנ.45;1779;12974186;2317.17;116;2461;0
2197;1499;0;0;6750;05.אגד;135.49;375263.64;-1101.64;1379.77;לאנ.35;153.6;423087;109932;לאנ.45;1779;12973698;2317.91;116;2461;0
2199;1500;0;0;6750;05.אגד;135.49;374796.24;-1132.43;1377.95;לאנ.35;153.78;423087;109932;לאנ.45;1780;12973200;2318.65;116;2461;0
2203;1502;0;0;6750;05.אגד;135.49;373855.2;-1209.19;1374.3;לאנ.36;154.13;423087;109932;לאנ.45;1782;12972161;2320.12;116;2461;0
2205;1503;0;0;6750;05.אגד;135.49;373381.56;-1173.31;1372.47;לאנ.36;154.3;423087;109932;לאנ.45;1783;12971621;2320.85;116;2461;0
2207;1504;0;0;6750;05.אגד;135.49;372905.86;-1106.95;1370.64;לאנ.36;154.48;423087;109932;לאנ.45;1784;12971068;2321.58;116;2461;0
2209;1505;0;0;6750;05.אגד;135.49;372428.09;-1046.63;1368.81;לאנ.36;154.65;423087;109932;לאנ.45;1785;12970502;2322.31;116;2461;0
2211;1507;0;0;6750;05.אגד;135.49;371948.26;-1030.92;1366.98;לאנ.37;154.83;423087;109932;לאנ.45;1786;12969923;2323.03;116;2461;0
