Time;Velocity;GForce;Acceleration;Thrust;TWR;Mass;AltitudeFromTerrain;AltitudeFromSea;DownrangeDistance;Latitude;Longitude;Apoapsis;Periapsis;Inclination;OrbitalVelocity;TargetDistance;TargetVelocity;StageDeltaV;VesselDeltaV;Pressure
1197;1636;0;0;6750;05.אגד;135.49;319320.91;721.98;1520.25;-1.38;70.64;423087;109932;לאנ.45;1899;11928798;1821.03;116;2461;0
1199;1635;0;0;6750;05.אגד;135.49;319967.56;688.34;1522.34;-1.37;70.84;423087;109932;לאנ.45;1898;11932424;1821.97;116;2461;0
1201;1633;0;0;6750;05.אגד;135.49;320612.73;715.96;1524.43;-1.36;71.04;423087;109932;לאנ.45;1897;11936050;1822.91;116;2461;0
1203;1632;0;0;6750;05.אגד;135.49;321256.4;687.13;1526.51;-1.34;71.24;423087;109932;לאנ.45;1895;11939677;1823.86;116;2461;0
1205;1630;0;0;6750;05.אגד;135.49;321898.57;711.29;1528.59;-1.33;71.44;423087;109932;לאנ.45;1894;11943304;1824.8;116;2461;0
1207;1628;0;0;6750;05.אגד;135.49;322539.23;791.65;1530.67;-1.32;71.64;423087;109932;לאנ.45;1892;11946932;1825.75;116;2461;0
1209;1627;0;0;6750;05.אגד;135.49;323178.38;751.89;1532.75;-1.3;71.84;423087;109932;לאנ.45;1891;11950559;1826.7;116;2461;0
1211;1625;0;0;6750;05.אגד;135.49;323816;705.9;1534.82;-1.29;72.03;423087;109932;לאנ.45;1889;11954188;1827.66;116;2461;0
1213;1624;0;0;6750;05.אגד;135.49;324452.09;670.6;1536.88;-1.28;72.23;423087;109932;לאנ.45;1888;11957815;1828.62;116;2461;0
1215;1622;0;0;6750;05.אגד;135.49;325086.63;706.6;1538.95;-1.27;72.43;423087;109932;לאנ.45;1887;11961443;1829.57;116;2461;0
1217;1620;0;0;6750;05.אגד;135.49;325719.63;763.54;1541.01;-1.25;72.62;423087;109932;לאנ.45;1885;11965072;1830.54;116;2461;0
1219;1619;0;0;6750;05.אגד;135.49;326351.06;721.88;1543.07;-1.24;72.82;423087;109932;לאנ.45;1884;11968700;1831.5;116;2461;0
1221;1617;0;0;6750;05.אגד;135.49;326980.93;797.7;1545.12;-1.23;73.02;423087;109932;לאנ.45;1883;11972327;1832.47;116;2461;0
1223;1616;0;0;6750;05.אגד;135.49;327609.23;797.97;1547.17;-1.21;73.21;423087;109932;לאנ.45;1881;11975955;1833.43;116;2461;0
1227;1613;0;0;6750;05.אגד;135.49;328861.07;679.33;1551.27;-1.19;73.6;423087;109932;לאנ.45;1878;11983209;1835.38;116;2461;0
1229;1611;0;0;6750;05.אגד;135.49;329484.6;612.42;1553.31;-1.18;73.8;423087;109932;לאנ.45;1877;11986836;1836.35;116;2461;0
1231;1610;0;0;6750;05.אגד;135.49;330106.52;630.55;1555.35;-1.16;73.99;423087;109932;לאנ.45;1876;11990462;1837.33;116;2461;0
1233;1608;0;0;6750;05.אגד;135.49;330726.83;656.93;1557.38;-1.15;74.18;423087;109932;לאנ.45;1874;11994087;1838.31;116;2461;0
1235;1606;0;0;6750;05.אגד;135.49;331345.51;1072.22;1559.41;-1.14;74.38;423087;109932;לאנ.45;1873;11997712;1839.29;116;2461;0
1237;1605;0;0;6750;05.אגד;135.49;331962.57;1684.74;1561.44;-1.12;74.57;423087;109932;לאנ.45;1872;12001336;1840.27;116;2461;0
1239;1603;0;0;6750;05.אגד;135.49;332577.99;1369.45;1563.47;-1.11;74.76;423087;109932;לאנ.45;1870;12004960;1841.26;116;2461;0
